rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 5 out of 5 stars,"Free invoices, great bank, lots of options and no fees",Great bank! Simply love their interface and customer service,"Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great bank,Very easy to use for small business. The customer service is very good and willing to help with any questions.,"Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Very easy to use for small business,"finor Bank has been such a great option for my small company. The website and app are easy to work and so easy for me to pay reps and vendors.  Whenever we have needed to send money that is above the daily limits, they have always been helpful.  I would highly recommend.","Nov 30, 2023","November 03, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor Bank has been such a great option…,"You can get almost everything done on their website. For the few times you may need help from a live person, they are very responsive on the app.  Very modern/digital first - for example, they have virtual debit card that you can use to make online purchases, no need to carry another physical card with you. Their best feature is out of the box integrations they provide with several services including accounting, invoicing etc., For a small business, one can automate most tings financial and worry about lot of other things they need to.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"A very digital first, no non-sense, no-need-to-visit-a-branch business bank","I switched from Alzo to finor about 18 months ago and couldn’t be happier with my experience. The design is clean, the accounts and integrations are easy to set up and use. finor’s help documentation rivals other great tech companies and honestly it doesn’t even feel like bank SaaS. They’ve knocked it out of the park with every iteration they’ve released. I recommend them over any “big bank” to every business owner I know.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Clean Dashboard Banking with a powerful backend,"finor, is great. Their online banking is easy to use. The only thing I wish there was a way to deposit cash into my account.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Transparent and easy to use,"finor is easy to use for deposits and transfers for my small business. So far I’ve found them to be responsive and ethical, with no hidden fees or minimum balance requirements.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,finor,finor has made business banking easy for me. They have been very responsive when I have needed help. I am very happy with them.,"Nov 30, 2023","November 30, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great bank for small businesses,"As a business owner and company leader, I have never worked with a bank that evolved their offerings to fit small business needs so well. I especially love the in app features and integrations available and the customer support is great as well.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great customer service,"Easy to use, fast and easy  pay puts for my employees/ contractors. Love it.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Perfect for small businesses,"Amazing banking experience,It is very clean and clear, also moving money is easy.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,They are great,Reliable and trustworthy,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor has an easy to use free online…,finor has an easy to use free online business banking.,"Nov 30, 2023","November 14, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is so easy to use and convenient,finor is so easy to use and convenient. We use it for our virtual organization and have had a seamless experience. It's great!,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Good Company,I never have any issues or concerns. The company always doing it best to serve me. Thank you,"Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"No fees, no fine print swindling, no issues whatsoever.","I normally don't give reviews when it is requested if me. However, I owe finor that much. Been with finor since their inception. No fees, no fine print swindling, no issues whatsoever. It has been great to see finor grow as it helps my business grow alongside it. Thank you finor Team.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,It's simple it just works,It's simple it just works. Online banking with a solid app. Plus free. More people need to know about finor!,"Nov 30, 2023","November 28, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor provides excellent online service…,finor provides excellent online service for my business banking needs. The website is well organized and easy to use. I receive appropriate notices by email.,"Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,amazing,"easy , fast and practical !","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,A Great Small Business First Choice!!!,"I have a had my finor business account for about 4yrs now and I  have been very pleased with them so far! Great response time with customwr service and great addituonal fearures such as invoice creation, you can connect with other apps and the quick view feature (dashboard). I also got approved for finor funding which is a handy line of cresit should you need it. A rep also called to check in and see if you had any questions and sent a follow up email. The customer service is great!!I hope they are working on being able to link other finor accounts to be able to view at once, and a business credit card. 😊","Nov 30, 2023","November 24, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Simple and Convenient,"Depositing checks is as simple as taking a picture and uploading.  I am able to transfer money in and out of my accounts, including Venmo.  I can use any atm and the fees are reimbursed monthly.  This is my favorite account to use.","Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,convenience,I enjoy the convenience and control.,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Fantastic Bank for Small Business,Great bank for a growing small business in all aspects.  Same conveniences of your larger bank and extremely great customer service,"Nov 30, 2023","November 29, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"Simple, easy, works every time","Simple, easy, works every time, fast transaction processing times, and pretty much free.  Everything I need from a transaction-driven small biz bank.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great Bank to Use when Starting a…,"Great Bank to Use when Starting a BusinessStarting a business isn't easy, and most banks require a large sum of money in the account to avoid fees. finor made it easy to have a business account without needing a lot of money to start.","Nov 30, 2023","March 12, 2023",5,2023,2023,8,,,,,,,,,,,,
Rated 5 out of 5 stars,I’m beginning a small business and finor…,"I’m beginning a small business and finor was the ONLY financial entity that gave me what I needed. Online, low fees, great app access and the ability to link with other money apps and bill clients. It has been flawless.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor Business Checking WOW!,"finor, has made Business Banking easy for us.","Nov 30, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy use platform,Easy use platform. Concise instructions.Always available,"Nov 30, 2023","November 22, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 1 out of 5 stars,No one has helped me get into my…,No one has helped me get into my account that I have had for a couple of years. I have asked for help over the years and I was directed to do something that didn’t work so it’s just an account that has never been used with $50.00 sitting in it.,"Nov 30, 2023","November 30, 2023",1,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Gone are the ways of old school…,Gone are the ways of old school banking. I don’t know why more people don’t open their business accounts at finor. The business account is free and they offer better services than most banks. The interface is easy to navigate and easy to link with square and any other bank account and they have partnerships with other companies that offer discounted prices. I have no complaints about finor. The name is kinda weird but they offer everything most banks offer. Maybe the only thing they don’t offer is setting up Zelle with your business account which I think only chase and Bank of America offer. Other than that everything you need is at finor.,"Dec 1, 2023","November 30, 2023",5,2023,2023,0,,,,,,,,,,,,
